,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,class
21,0.2666666666666666,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.4,0.4,0.4666666666666667,0.4,0.5333333333333333,0.2,0.5333333333333333,0.2,0.5333333333333333,H
22,0.2,0.1333333333333333,0.2,0.2,0.1333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.1333333333333333,0.5333333333333333,0.6,0.5333333333333333,S
23,0.4,0.7333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.4,0.6,0.4,0.4666666666666667,0.3333333333333333,0.6,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.3333333333333333,O
27,0.8,0.9333333333333332,0.8,0.5333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.2666666666666666,0.2,0.3333333333333333,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.8,0.1333333333333333,0.4,W
28,0.4,0.6,0.5333333333333333,0.4666666666666667,0.4,0.5333333333333333,0.4,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.6,0.4,0.5333333333333333,0.2666666666666666,0.5333333333333333,H
29,0.2,0.4,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.4,0.4,0.3333333333333333,0.3333333333333333,0.4,0.4,0.6,0.1333333333333333,0.5333333333333333,0.2666666666666666,0.5333333333333333,G
30,0.1333333333333333,0.2,0.2,0.2666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.3333333333333333,0.4,0.0,0.0,0.4,0.0,0.5333333333333333,0.0,0.5333333333333333,L
31,0.0666666666666666,0.2,0.2,0.0666666666666666,0.0666666666666666,0.4,0.2666666666666666,0.0666666666666666,0.4666666666666667,0.5333333333333333,0.2,0.6666666666666666,0.0,0.4666666666666667,0.1333333333333333,0.6,L
32,0.5333333333333333,0.8,0.5333333333333333,0.4,0.2666666666666666,0.2,0.6666666666666666,0.2666666666666666,0.4666666666666667,0.8,0.7333333333333333,0.6,0.2,0.4666666666666667,0.2,0.2666666666666666,X
33,0.3333333333333333,0.6,0.4666666666666667,0.4666666666666667,0.6666666666666666,0.6,0.5333333333333333,0.2666666666666666,0.2666666666666666,0.4,0.5333333333333333,0.4,0.4,0.7333333333333333,0.5333333333333333,0.4666666666666667,B
34,0.4,0.6,0.6,0.4666666666666667,0.4,0.3333333333333333,0.4,0.2,0.3333333333333333,0.6666666666666666,0.6,0.6,0.5333333333333333,0.3333333333333333,0.1333333333333333,0.4666666666666667,M
35,0.2666666666666666,0.4666666666666667,0.4,0.3333333333333333,0.2,0.4,0.4,0.4,0.5333333333333333,0.4,0.3333333333333333,0.6,0.2,0.6666666666666666,0.2666666666666666,0.5333333333333333,G
36,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4,0.4666666666666667,0.4,0.5333333333333333,0.2,0.5333333333333333,0.2,0.5333333333333333,O
37,0.2,0.4,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.2666666666666666,0.9333333333333332,0.5333333333333333,0.0666666666666666,0.7333333333333333,0.4,0.2,0.0,0.6666666666666666,0.2666666666666666,0.5333333333333333,P
39,0.2,0.2666666666666666,0.2,0.4,0.1333333333333333,0.2,0.5333333333333333,0.4,0.6666666666666666,0.4666666666666667,0.4,1.0,0.0,0.5333333333333333,0.4666666666666667,0.5333333333333333,E
40,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.2666666666666666,0.5333333333333333,0.5333333333333333,0.0666666666666666,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.2,0.5333333333333333,0.2666666666666666,0.5333333333333333,X
41,0.2,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6,0.2,0.6,0.4,0.6,E
42,0.2666666666666666,0.4,0.4666666666666667,0.2666666666666666,0.2,0.6,0.4666666666666667,0.1333333333333333,0.5333333333333333,0.7333333333333333,0.2,0.4666666666666667,0.2,0.5333333333333333,0.2666666666666666,0.6,X
44,0.4666666666666667,0.6,0.4,0.3333333333333333,0.1333333333333333,0.5333333333333333,0.6666666666666666,0.2666666666666666,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.2666666666666666,0.8,0.2,0.5333333333333333,V
46,0.3333333333333333,0.6,0.4,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.6,0.3333333333333333,0.2,0.4666666666666667,0.6,0.5333333333333333,0.4,0.5333333333333333,0.2,0.5333333333333333,W
48,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.4,0.4,0.4666666666666667,0.4666666666666667,0.2,0.3333333333333333,0.5333333333333333,0.2666666666666666,0.5333333333333333,0.4,0.4,0.4666666666666667,0.4666666666666667,R
50,0.4666666666666667,0.7333333333333333,0.6,0.5333333333333333,0.5333333333333333,0.6,0.3333333333333333,0.4,0.2666666666666666,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.2,0.6,0.5333333333333333,0.2,Y
52,0.1333333333333333,0.2666666666666666,0.2666666666666666,0.2,0.1333333333333333,0.4,0.6666666666666666,0.0666666666666666,0.4666666666666667,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.0666666666666666,0.7333333333333333,0.1333333333333333,0.4666666666666667,Y
53,0.2666666666666666,0.3333333333333333,0.4,0.4,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.6,0.2,0.4666666666666667,0.4666666666666667,0.3333333333333333,J
55,0.4,0.6,0.4666666666666667,0.7333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.6,0.4,0.6,0.2,0.5333333333333333,0.4,0.5333333333333333,Q
56,0.2,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.6,0.2,0.2666666666666666,0.2,0.5333333333333333,0.2666666666666666,0.6,0.2,0.4,0.2666666666666666,0.5333333333333333,Q
57,0.1333333333333333,0.4,0.2,0.2666666666666666,0.1333333333333333,0.4,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.4,0.4,0.4,0.2,0.5333333333333333,0.2,0.5333333333333333,D
59,0.3333333333333333,0.6666666666666666,0.4,0.5333333333333333,0.3333333333333333,0.6,0.2,0.1333333333333333,0.4,0.6,0.1333333333333333,0.6,0.1333333333333333,0.3333333333333333,0.2,0.6,L
60,0.2,0.2,0.2,0.3333333333333333,0.1333333333333333,0.4666666666666667,0.4666666666666667,0.8666666666666667,0.1333333333333333,0.3333333333333333,0.4,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,N
61,0.1333333333333333,0.2,0.2,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.6,0.2666666666666666,0.4,0.7333333333333333,0.6,0.7333333333333333,0.0666666666666666,0.6,0.1333333333333333,0.5333333333333333,C
62,0.4,0.6,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.4666666666666667,0.4666666666666667,0.2666666666666666,0.4666666666666667,0.6666666666666666,0.4,0.6666666666666666,0.0666666666666666,0.6,0.4666666666666667,0.6,E
64,0.2,0.2,0.2666666666666666,0.0666666666666666,0.1333333333333333,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.4,0.4666666666666667,0.4,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.2,0.4666666666666667,H
67,0.1333333333333333,0.2,0.2,0.1333333333333333,0.1333333333333333,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4,0.5333333333333333,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.6666666666666666,E
69,0.5333333333333333,0.8,0.5333333333333333,0.4,0.2666666666666666,0.6,0.5333333333333333,0.2666666666666666,0.3333333333333333,0.5333333333333333,0.2666666666666666,0.3333333333333333,0.4,0.6,0.3333333333333333,0.6,H
70,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.6,0.4,0.3333333333333333,0.4,0.6666666666666666,0.4,0.4666666666666667,0.2666666666666666,0.5333333333333333,0.6,0.6,Q
71,0.2,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.2,0.5333333333333333,0.4666666666666667,0.6,0.4,0.4,0.4,0.6,0.2,0.5333333333333333,0.3333333333333333,0.6,Q
72,0.2666666666666666,0.4,0.4,0.2666666666666666,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.2666666666666666,0.4,0.4666666666666667,0.6666666666666666,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.6,Q
73,0.1333333333333333,0.5333333333333333,0.2,0.4,0.0666666666666666,0.8666666666666667,0.2,0.5333333333333333,0.2666666666666666,0.8666666666666667,0.2,0.7333333333333333,0.0666666666666666,0.4,0.0,0.5333333333333333,J
74,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.1333333333333333,0.5333333333333333,0.6,0.0666666666666666,0.4666666666666667,0.9333333333333332,0.3333333333333333,0.4,0.0,0.5333333333333333,0.0666666666666666,0.5333333333333333,J
75,0.2666666666666666,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.2,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4,0.3333333333333333,0.1333333333333333,0.5333333333333333,0.2,0.4666666666666667,D
76,0.1333333333333333,0.4,0.2666666666666666,0.2666666666666666,0.2,0.4,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4666666666666667,0.2,0.4666666666666667,0.3333333333333333,0.5333333333333333,R
78,0.2,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.2,0.8,0.1333333333333333,0.2,0.1333333333333333,0.6666666666666666,0.1333333333333333,0.6,0.1333333333333333,0.4,0.2,0.5333333333333333,A
79,0.2,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4,0.6,0.1333333333333333,0.3333333333333333,N
81,0.5333333333333333,0.9333333333333332,0.4666666666666667,0.5333333333333333,0.2666666666666666,0.3333333333333333,0.6666666666666666,0.4,0.2,0.8,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.6666666666666666,0.2666666666666666,0.5333333333333333,P
82,0.4,0.8,0.3333333333333333,0.4666666666666667,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.2666666666666666,0.2,0.6,0.6,0.7333333333333333,0.2666666666666666,0.6,0.5333333333333333,0.6666666666666666,C
83,0.4,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4,0.4,0.2,0.6,0.5333333333333333,0.6,P
84,0.1333333333333333,0.2,0.2,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.6,0.2,0.2,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.2666666666666666,0.5333333333333333,0.0,0.5333333333333333,N
85,0.2,0.2666666666666666,0.2666666666666666,0.2,0.1333333333333333,0.6,0.6666666666666666,0.2,0.1333333333333333,0.3333333333333333,0.6,0.4666666666666667,0.4,0.7333333333333333,0.0,0.5333333333333333,W
86,0.2,0.5333333333333333,0.3333333333333333,0.4,0.4,0.5333333333333333,0.4666666666666667,0.2666666666666666,0.0666666666666666,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.2666666666666666,0.4666666666666667,V
87,0.4,0.6,0.6,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.4,0.5333333333333333,0.5333333333333333,0.6,0.6,0.2,V
90,0.4,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.6,0.3333333333333333,0.5333333333333333,0.2,0.2666666666666666,0.5333333333333333,0.5333333333333333,0.6,0.4666666666666667,0.6,0.3333333333333333,0.2666666666666666,N
91,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.2666666666666666,0.2,0.6666666666666666,0.2,0.4666666666666667,0.7333333333333333,0.8,0.4,0.0666666666666666,0.7333333333333333,0.2,0.3333333333333333,Y
92,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.4,0.2,0.4,0.5333333333333333,0.2666666666666666,0.0666666666666666,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6,0.0,0.5333333333333333,W
93,0.4,0.4666666666666667,0.5333333333333333,0.4,0.4,0.4,0.4,0.3333333333333333,0.4,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.2,0.4,0.3333333333333333,0.4,O
95,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.2,0.4,0.4666666666666667,0.7333333333333333,H
97,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.4,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.6,0.2666666666666666,0.4,0.2666666666666666,0.4,0.2,0.4666666666666667,0.2,0.5333333333333333,N
98,0.2666666666666666,0.6,0.3333333333333333,0.4,0.1333333333333333,0.4666666666666667,0.4,1.0,0.0666666666666666,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.2,0.5333333333333333,0.0,0.5333333333333333,H
99,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.6,0.2666666666666666,0.2,0.6,0.4,0.4666666666666667,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.2,0.6,0.1333333333333333,0.4,U
100,0.1333333333333333,0.4666666666666667,0.2,0.3333333333333333,0.0666666666666666,0.4,0.6666666666666666,0.0,0.2,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.0666666666666666,0.7333333333333333,0.0,0.5333333333333333,Y
101,0.4,0.5333333333333333,0.4666666666666667,0.4,0.2666666666666666,0.4,0.6,0.2666666666666666,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.4,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.3333333333333333,S
102,0.3333333333333333,0.6,0.4,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4,0.4666666666666667,0.1333333333333333,0.5333333333333333,0.6,0.5333333333333333,S
103,0.1333333333333333,0.2,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.4666666666666667,0.7333333333333333,0.1333333333333333,0.4,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.0666666666666666,0.7333333333333333,0.0666666666666666,0.4666666666666667,T
107,0.4666666666666667,0.8,0.4,0.4,0.2,0.4666666666666667,0.5333333333333333,0.1333333333333333,0.4666666666666667,0.6,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.2,0.4666666666666667,K
108,0.2,0.5333333333333333,0.2666666666666666,0.4,0.2666666666666666,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.2,0.5333333333333333,0.2,0.4666666666666667,D
110,0.1333333333333333,0.6,0.2,0.4666666666666667,0.1333333333333333,0.5333333333333333,0.4666666666666667,0.0,0.4666666666666667,0.8666666666666667,0.4,0.6,0.0,0.5333333333333333,0.0666666666666666,0.5333333333333333,I
112,0.4,0.6,0.5333333333333333,0.4666666666666667,0.2666666666666666,0.4,0.8,0.4,0.4,0.8666666666666667,0.4666666666666667,0.2,0.1333333333333333,0.6,0.1333333333333333,0.3333333333333333,F
115,0.2666666666666666,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.1333333333333333,0.4666666666666667,0.3333333333333333,0.8666666666666667,0.3333333333333333,0.4666666666666667,0.9333333333333332,0.4666666666666667,0.2,0.6,0.0,0.5333333333333333,U
117,0.3333333333333333,0.6,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4,0.4,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.6,0.8,F
119,0.2,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.5333333333333333,0.1333333333333333,0.6,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.5333333333333333,0.4,0.4666666666666667,Z
122,0.4,0.6,0.3333333333333333,0.2666666666666666,0.2,0.6666666666666666,0.4,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1333333333333333,0.5333333333333333,0.4,0.4,0.2666666666666666,0.6,R
124,0.3333333333333333,0.6,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.2,0.4,0.6666666666666666,0.3333333333333333,0.4,0.2,0.4666666666666667,0.4,0.5333333333333333,B
125,0.3333333333333333,0.4,0.3333333333333333,0.2666666666666666,0.1333333333333333,0.3333333333333333,0.5333333333333333,0.4,0.5333333333333333,0.6,0.5333333333333333,0.5333333333333333,0.2,0.6,0.1333333333333333,0.3333333333333333,U
127,0.2,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.1333333333333333,0.0666666666666666,0.7333333333333333,0.2666666666666666,0.2666666666666666,0.7333333333333333,0.7333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.1333333333333333,0.4666666666666667,F
128,0.4,0.5333333333333333,0.6,0.4,0.4,0.7333333333333333,0.4,0.1333333333333333,0.3333333333333333,0.6,0.2,0.4,0.6,0.4666666666666667,0.1333333333333333,0.6,M
129,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.4666666666666667,0.4666666666666667,0.8,0.0666666666666666,0.4666666666666667,0.4,0.5333333333333333,0.2,0.5333333333333333,0.0,0.5333333333333333,H
132,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.4,0.8666666666666667,0.0,0.5333333333333333,0.4,0.6666666666666666,E
133,0.2,0.2,0.2,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.6,0.5333333333333333,0.2,0.6666666666666666,0.1333333333333333,0.4,U
135,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.4,0.2,0.3333333333333333,0.5333333333333333,0.0666666666666666,0.5333333333333333,0.6666666666666666,0.6,0.6,0.1333333333333333,0.6,0.2,0.4,X
136,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.4,0.2666666666666666,0.5333333333333333,0.5333333333333333,0.2666666666666666,0.6,0.7333333333333333,0.2,0.5333333333333333,0.1333333333333333,0.4,0.2666666666666666,0.6,S
138,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.4666666666666667,0.1333333333333333,0.4666666666666667,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.2666666666666666,0.5333333333333333,0.2666666666666666,0.5333333333333333,K
140,0.4666666666666667,0.7333333333333333,0.6666666666666666,0.5333333333333333,0.4,0.4,0.7333333333333333,0.2,0.4,0.8666666666666667,0.4,0.2,0.0,0.6666666666666666,0.2,0.5333333333333333,P
144,0.1333333333333333,0.2666666666666666,0.2666666666666666,0.2,0.1333333333333333,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.6,0.1333333333333333,0.6,0.1333333333333333,0.4666666666666667,0.2,0.6,A
145,0.4,0.7333333333333333,0.6,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.2,0.4,0.4,0.4666666666666667,0.7333333333333333,0.4,0.7333333333333333,0.6,0.4666666666666667,L
146,0.2,0.4,0.2666666666666666,0.2666666666666666,0.2,0.4666666666666667,0.8,0.2666666666666666,0.4,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.1333333333333333,0.8,0.0666666666666666,0.4666666666666667,T
148,0.2,0.6,0.3333333333333333,0.4666666666666667,0.2,0.5333333333333333,0.6,0.2666666666666666,0.0666666666666666,0.4,0.8,0.5333333333333333,0.1333333333333333,0.6666666666666666,0.0,0.5333333333333333,V
149,0.3333333333333333,0.4666666666666667,0.4,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.4666666666666667,0.6,0.2666666666666666,0.5333333333333333,0.2666666666666666,0.3333333333333333,U
151,0.5333333333333333,0.9333333333333332,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.1333333333333333,0.6,0.8,0.4,0.6,0.2,0.4666666666666667,0.4,0.4666666666666667,Z
153,0.3333333333333333,0.6,0.4666666666666667,0.4,0.4666666666666667,0.6,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.4,0.4666666666666667,0.4,0.6666666666666666,0.4666666666666667,0.2666666666666666,0.4,M
157,0.5333333333333333,1.0,0.4666666666666667,0.5333333333333333,0.2666666666666666,0.5333333333333333,0.1333333333333333,0.2,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.8,0.3333333333333333,0.2666666666666666,0.3333333333333333,0.3333333333333333,A
158,0.4,0.6,0.6,0.4,0.4666666666666667,0.6,0.4,0.0666666666666666,0.4666666666666667,0.6666666666666666,0.2,0.5333333333333333,0.2,0.4666666666666667,0.2,0.6,K
160,0.4666666666666667,0.6,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.4,0.6666666666666666,0.0666666666666666,0.5333333333333333,0.7333333333333333,0.6,0.3333333333333333,0.1333333333333333,0.6,0.2,0.2666666666666666,T
165,0.2666666666666666,0.6,0.3333333333333333,0.4666666666666667,0.2666666666666666,0.4666666666666667,0.4666666666666667,0.8,0.0666666666666666,0.4666666666666667,0.6,0.5333333333333333,0.5333333333333333,0.4,0.0,0.5333333333333333,M
166,0.2666666666666666,0.6,0.3333333333333333,0.4666666666666667,0.4,0.4666666666666667,0.5333333333333333,0.6,0.4,0.4666666666666667,0.4,0.4,0.1333333333333333,0.5333333333333333,0.5333333333333333,0.6666666666666666,B
167,0.2,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.4,0.4666666666666667,0.5333333333333333,0.4,0.2666666666666666,0.4,0.4,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.6,M
168,0.4,0.6,0.4,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.6,0.3333333333333333,0.1333333333333333,0.7333333333333333,0.2666666666666666,0.2666666666666666,Y
170,0.1333333333333333,0.5333333333333333,0.2,0.4,0.2,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.4,0.4666666666666667,0.2666666666666666,0.4,0.1333333333333333,0.4666666666666667,0.5333333333333333,0.5333333333333333,S
