,sepall,sepalw,petall,petalw,class
60,0.1944444444444444,0.0,0.423728813559322,0.375,Iris-versicolor
61,0.4444444444444445,0.4166666666666666,0.5423728813559322,0.5833333333333334,Iris-versicolor
62,0.4722222222222222,0.0833333333333334,0.5084745762711864,0.375,Iris-versicolor
63,0.4999999999999999,0.3749999999999999,0.6271186440677966,0.5416666666666666,Iris-versicolor
64,0.361111111111111,0.3749999999999999,0.4406779661016949,0.5,Iris-versicolor
65,0.6666666666666666,0.4583333333333333,0.576271186440678,0.5416666666666666,Iris-versicolor
66,0.361111111111111,0.4166666666666666,0.5932203389830508,0.5833333333333334,Iris-versicolor
67,0.4166666666666666,0.2916666666666667,0.5254237288135593,0.375,Iris-versicolor
68,0.5277777777777778,0.0833333333333334,0.5932203389830508,0.5833333333333334,Iris-versicolor
69,0.361111111111111,0.2083333333333333,0.4915254237288135,0.4166666666666667,Iris-versicolor
71,0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,Iris-versicolor
73,0.4999999999999999,0.3333333333333332,0.6271186440677966,0.4583333333333333,Iris-versicolor
74,0.5833333333333334,0.3749999999999999,0.559322033898305,0.5,Iris-versicolor
75,0.6388888888888887,0.4166666666666666,0.576271186440678,0.5416666666666666,Iris-versicolor
76,0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,Iris-versicolor
77,0.6666666666666666,0.4166666666666666,0.6779661016949152,0.6666666666666666,Iris-versicolor
78,0.4722222222222222,0.3749999999999999,0.5932203389830508,0.5833333333333334,Iris-versicolor
79,0.3888888888888889,0.25,0.423728813559322,0.375,Iris-versicolor
80,0.3333333333333333,0.1666666666666666,0.4745762711864406,0.4166666666666667,Iris-versicolor
81,0.3333333333333333,0.1666666666666666,0.4576271186440678,0.375,Iris-versicolor
82,0.4166666666666666,0.2916666666666667,0.4915254237288135,0.4583333333333333,Iris-versicolor
84,0.3055555555555556,0.4166666666666666,0.5932203389830508,0.5833333333333334,Iris-versicolor
85,0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,Iris-versicolor
86,0.6666666666666666,0.4583333333333333,0.6271186440677966,0.5833333333333334,Iris-versicolor
87,0.5555555555555555,0.1249999999999999,0.576271186440678,0.5,Iris-versicolor
88,0.361111111111111,0.4166666666666666,0.5254237288135593,0.5,Iris-versicolor
89,0.3333333333333333,0.2083333333333333,0.5084745762711864,0.5,Iris-versicolor
90,0.3333333333333333,0.25,0.576271186440678,0.4583333333333333,Iris-versicolor
91,0.4999999999999999,0.4166666666666666,0.6101694915254237,0.5416666666666666,Iris-versicolor
92,0.4166666666666666,0.25,0.5084745762711864,0.4583333333333333,Iris-versicolor
93,0.1944444444444444,0.1249999999999999,0.3898305084745762,0.375,Iris-versicolor
94,0.361111111111111,0.2916666666666667,0.5423728813559322,0.5,Iris-versicolor
95,0.3888888888888889,0.4166666666666666,0.5423728813559322,0.4583333333333333,Iris-versicolor
96,0.3888888888888889,0.3749999999999999,0.5423728813559322,0.5,Iris-versicolor
97,0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,Iris-versicolor
98,0.2222222222222221,0.2083333333333333,0.3389830508474576,0.4166666666666667,Iris-versicolor
99,0.3888888888888889,0.3333333333333332,0.5254237288135593,0.5,Iris-versicolor
100,0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,Iris-virginica
101,0.4166666666666666,0.2916666666666667,0.6949152542372881,0.75,Iris-virginica
102,0.7777777777777776,0.4166666666666666,0.8305084745762712,0.8333333333333334,Iris-virginica
103,0.5555555555555555,0.3749999999999999,0.7796610169491525,0.7083333333333334,Iris-virginica
104,0.611111111111111,0.4166666666666666,0.8135593220338982,0.8750000000000001,Iris-virginica
105,0.9166666666666664,0.4166666666666666,0.9491525423728812,0.8333333333333334,Iris-virginica
107,0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,Iris-virginica
108,0.6666666666666666,0.2083333333333333,0.8135593220338982,0.7083333333333334,Iris-virginica
109,0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,Iris-virginica
110,0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,Iris-virginica
111,0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,Iris-virginica
112,0.6944444444444443,0.4166666666666666,0.7627118644067796,0.8333333333333334,Iris-virginica
113,0.3888888888888889,0.2083333333333333,0.6779661016949152,0.7916666666666666,Iris-virginica
114,0.4166666666666666,0.3333333333333332,0.6949152542372881,0.9583333333333331,Iris-virginica
115,0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,Iris-virginica
116,0.611111111111111,0.4166666666666666,0.7627118644067796,0.7083333333333334,Iris-virginica
117,0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,Iris-virginica
118,0.9444444444444444,0.25,1.0,0.9166666666666666,Iris-virginica
120,0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,Iris-virginica
121,0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,Iris-virginica
122,0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,Iris-virginica
123,0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,Iris-virginica
124,0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,Iris-virginica
125,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,Iris-virginica
126,0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,Iris-virginica
127,0.4999999999999999,0.4166666666666666,0.6610169491525424,0.7083333333333334,Iris-virginica
128,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,Iris-virginica
129,0.8055555555555556,0.4166666666666666,0.8135593220338982,0.625,Iris-virginica
130,0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,Iris-virginica
131,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,Iris-virginica
132,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,Iris-virginica
135,0.9444444444444444,0.4166666666666666,0.8644067796610169,0.9166666666666666,Iris-virginica
136,0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333331,Iris-virginica
137,0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,Iris-virginica
138,0.4722222222222222,0.4166666666666666,0.6440677966101694,0.7083333333333334,Iris-virginica
139,0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,Iris-virginica
140,0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333331,Iris-virginica
141,0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,Iris-virginica
142,0.4166666666666666,0.2916666666666667,0.6949152542372881,0.75,Iris-virginica
143,0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,Iris-virginica
144,0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,Iris-virginica
145,0.6666666666666666,0.4166666666666666,0.711864406779661,0.9166666666666666,Iris-virginica
146,0.5555555555555555,0.2083333333333333,0.6779661016949152,0.75,Iris-virginica
147,0.611111111111111,0.4166666666666666,0.711864406779661,0.7916666666666666,Iris-virginica
148,0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,Iris-virginica
149,0.4444444444444445,0.4166666666666666,0.6949152542372881,0.7083333333333334,Iris-virginica
